tipo	name	sc	lefr	zcr	
auto	auto_20_2	48.7753013765	1915	0.0432317505315	
auto	auto_20_3	82.2373606459	1968	0.0985116938342	
auto	auto_20_4	70.1217482058	2306	0.0758327427356	
auto	auto_21_0	78.2806079176	2089	0.0687455705174	
auto	auto_21_1	24.9969025472	1988	0.029057406095	
auto	auto_21_2	35.1829986155	1942	0.0322466335932	
auto	auto_21_3	43.0731564251	1906	0.0446491849752	
auto	auto_21_4	33.450556254	1920	0.0485471296953	
auto	auto_22_0	167.869627867	2492	0.11233167966	
auto	auto_22_1	73.2451674129	1907	0.0747696669029	
auto	auto_22_2	37.6593929784	1969	0.0435861091425	
auto	auto_22_3	60.1105102404	1977	0.0705173635719	
auto	auto_22_4	36.3295272133	1907	0.0350815024805	
auto	auto_23_0	36.8604564963	1851	0.0389794472006	
auto	auto_23_1	37.5582700589	1996	0.0364989369242	
auto	auto_23_2	38.9359201847	1928	0.0347271438696	
auto	auto_23_3	39.3989723243	1882	0.0559886605245	
auto	auto_23_4	39.4803015446	1906	0.0520907158044	
auto	auto_24_0	86.0011540213	2242	0.0768958185684	
auto	auto_24_1	63.6676083143	2126	0.0379163713678	
auto	auto_24_2	42.3719474593	2004	0.0616583982991	
auto	auto_24_3	32.005600194	1946	0.0471296952516	
auto	auto_24_4	44.7976915191	2007	0.074415308292	
auto	auto_25_0	119.801921317	2145	0.109496810773	
auto	auto_25_1	44.4038092931	1946	0.0450035435861	
auto	auto_25_2	35.2349879688	2005	0.0418143160879	
auto	auto_25_3	91.722027116	2368	0.0375620127569	
auto	auto_25_4	50.7243344622	1964	0.0379163713678	
auto	auto_26_0	43.4252775257	1849	0.0389794472006	
auto	auto_26_1	150.704541261	2055	0.102409638554	
auto	auto_26_2	52.5420321014	1881	0.0489014883062	
auto	auto_26_3	323.927755539	2103	0.259390503189	
auto	auto_26_4	70.4518905902	1795	0.0545712260808	
auto	auto_27_0	91.1213868059	2027	0.0489014883062	
auto	auto_27_1	47.2325452383	2006	0.0609496810773	
auto	auto_27_2	83.9986156833	2011	0.0609496810773	
auto	auto_27_3	46.2357613771	1951	0.0605953224663	
auto	auto_27_4	76.5658421333	2238	0.0333097094259	
auto	auto_28_0	53.0873588275	1977	0.0556343019135	
auto	auto_28_1	42.8413301024	1936	0.037207654146	
auto	auto_28_2	40.7253727868	1978	0.0361445783133	
auto	auto_28_3	47.2049931088	1847	0.0457122608079	
auto	auto_28_4	37.9834425771	1909	0.0421686746988	
auto	auto_29_0	188.247220168	1870	0.136073706591	
auto	auto_29_1	72.3704149141	2037	0.0450035435861	
auto	auto_29_2	38.9860544825	1908	0.0304748405386	
auto	auto_29_3	38.3872908932	1993	0.0347271438696	
auto	auto_29_4	33.1518202981	1993	0.0120481927711	
auto	auto_30_0	53.9583050907	1994	0.0393338058115	
auto	auto_30_1	73.2178306438	1977	0.0591778880227	
auto	auto_30_2	105.344787643	1916	0.121190644933	
auto	auto_30_3	51.5721545834	1964	0.0400425230333	
auto	auto_30_4	103.933768424	1988	0.0914245216159	
auto	auto_31_0	39.8828718082	2056	0.0230333097094	
auto	auto_31_1	55.4229170055	1876	0.0460666194189	
auto	auto_31_2	72.0743745939	1923	0.0535081502481	
auto	auto_31_3	43.1184818381	1946	0.0318922749823	
auto	auto_31_4	66.6632906448	1936	0.0602409638554	
auto	auto_32_0	60.0885836586	1996	0.0524450744153	
auto	auto_32_1	49.6176182637	1919	0.0400425230333	
auto	auto_32_2	36.5594658901	2000	0.0379163713678	
auto	auto_32_3	36.4539623106	2055	0.0194897236003	
auto	auto_32_4	37.5006374698	1917	0.0251594613749	
auto	auto_33_0	36.665832878	2041	0.029057406095	
auto	auto_33_1	32.3012971499	1960	0.0233876683203	
auto	auto_33_2	34.3359418958	1941	0.0265768958186	
auto	auto_33_3	37.5704921025	1923	0.0294117647059	
auto	auto_33_4	43.2290266056	1982	0.0318922749823	
auto	auto_34_0	42.2905639202	2059	0.0322466335932	
auto	auto_34_1	39.5170834046	2019	0.0276399716513	
auto	auto_34_2	40.1814362773	1967	0.0318922749823	
auto	auto_34_3	38.8522252189	1983	0.0347271438696	
auto	auto_34_4	41.5028060829	1882	0.0326009922041	
auto	auto_35_0	41.6155246753	1961	0.0318922749823	
auto	auto_35_1	42.7254582954	1947	0.0318922749823	
auto	auto_35_2	40.5913587989	2042	0.0336640680369	
auto	auto_35_3	38.348915756	1939	0.0287030474841	
auto	auto_35_4	42.2409817908	2043	0.0382707299787	
centrocommerciale	centrocommerciale_01_0	149.711844875	2004	0.142097802977	
centrocommerciale	centrocommerciale_01_1	120.716623823	1977	0.121190644933	
centrocommerciale	centrocommerciale_01_2	203.782445304	1984	0.184620836286	
centrocommerciale	centrocommerciale_01_3	139.393557408	1959	0.114812189936	
centrocommerciale	centrocommerciale_01_4	148.717079792	1925	0.122253720765	
centrocommerciale	centrocommerciale_02_0	127.513173259	1951	0.105953224663	
centrocommerciale	centrocommerciale_02_1	96.4665548524	1965	0.0850460666194	
centrocommerciale	centrocommerciale_02_2	105.39301631	1960	0.0978029766123	
centrocommerciale	centrocommerciale_02_3	151.699921138	1948	0.129695251595	
centrocommerciale	centrocommerciale_02_4	136.202943058	1953	0.1201275691	
centrocommerciale	centrocommerciale_03_0	82.076880913	1961	0.0779588944011	
centrocommerciale	centrocommerciale_03_1	88.2897194175	2004	0.0790219702339	
centrocommerciale	centrocommerciale_03_2	100.408551658	2055	0.0878809355067	
centrocommerciale	centrocommerciale_03_3	169.1993606	2000	0.175053153792	
centrocommerciale	centrocommerciale_03_4	125.8359999	2040	0.127214741318	
centrocommerciale	centrocommerciale_04_0	119.279049985	1984	0.104890148831	
centrocommerciale	centrocommerciale_04_1	105.493846285	1971	0.0963855421687	
centrocommerciale	centrocommerciale_04_2	110.264895337	1926	0.107370659107	
centrocommerciale	centrocommerciale_04_3	120.816783292	1930	0.116583982991	
centrocommerciale	centrocommerciale_04_4	156.341288691	2041	0.127569099929	
centrocommerciale	centrocommerciale_05_0	102.383075236	1942	0.086817859674	
centrocommerciale	centrocommerciale_05_1	107.943725848	1944	0.0935506732814	
centrocommerciale	centrocommerciale_05_2	109.762943465	1936	0.102055279943	
centrocommerciale	centrocommerciale_05_3	126.709167303	1930	0.118001417434	
centrocommerciale	centrocommerciale_05_4	126.929320356	1950	0.127569099929	
centrocommerciale	centrocommerciale_06_0	95.2486811845	1935	0.0740609496811	
centrocommerciale	centrocommerciale_06_1	84.1803867354	1959	0.0779588944011	
centrocommerciale	centrocommerciale_06_2	102.651983279	1942	0.0815024805103	
centrocommerciale	centrocommerciale_06_3	95.354788256	1915	0.0800850460666	
centrocommerciale	centrocommerciale_06_4	103.436222014	1928	0.100283486889	
centrocommerciale	centrocommerciale_07_0	129.236973913	1924	0.0967399007796	
centrocommerciale	centrocommerciale_07_1	117.953592599	1957	0.107725017718	
centrocommerciale	centrocommerciale_07_2	115.329632219	1952	0.0942593905032	
centrocommerciale	centrocommerciale_07_3	119.838190031	1979	0.114457831325	
centrocommerciale	centrocommerciale_07_4	109.081072752	1980	0.0963855421687	
centrocommerciale	centrocommerciale_08_0	115.91414097	1959	0.1006378455	
centrocommerciale	centrocommerciale_08_1	115.738844896	2009	0.106661941885	
centrocommerciale	centrocommerciale_08_2	105.385349944	1917	0.0797306874557	
centrocommerciale	centrocommerciale_08_3	100.288323287	1961	0.0846917080085	
centrocommerciale	centrocommerciale_08_4	90.9023383346	1993	0.0939050318923	
centrocommerciale	centrocommerciale_09_0	85.4138302066	2118	0.0708717221828	
centrocommerciale	centrocommerciale_09_1	90.2381264741	1921	0.0758327427356	
centrocommerciale	centrocommerciale_09_2	147.900279567	2031	0.117292700213	
centrocommerciale	centrocommerciale_09_3	132.804189284	1934	0.11622962438	
centrocommerciale	centrocommerciale_09_4	94.0315717878	1920	0.0779588944011	
centrocommerciale	centrocommerciale_10_0	77.9630820287	1981	0.0598866052445	
centrocommerciale	centrocommerciale_10_1	120.581988772	1934	0.0974486180014	
centrocommerciale	centrocommerciale_10_2	92.6352484317	1952	0.0815024805103	
centrocommerciale	centrocommerciale_10_3	102.681335361	2008	0.0800850460666	
centrocommerciale	centrocommerciale_10_4	73.2996583843	1932	0.057760453579	
centrocommerciale	centrocommerciale_11_0	106.762058027	2110	0.0935506732814	
centrocommerciale	centrocommerciale_11_1	95.2522715389	1943	0.0832742735648	
centrocommerciale	centrocommerciale_11_2	138.524192817	1951	0.121899362155	
centrocommerciale	centrocommerciale_11_3	104.660077227	1926	0.0871722182849	
centrocommerciale	centrocommerciale_11_4	100.935184816	1946	0.0903614457831	
centrocommerciale	centrocommerciale_12_0	117.505349968	1920	0.113040396882	
centrocommerciale	centrocommerciale_12_1	124.621972517	1958	0.110559886605	
centrocommerciale	centrocommerciale_12_2	126.271220559	1935	0.110205527994	
centrocommerciale	centrocommerciale_12_3	106.756763639	1959	0.0928419560595	
centrocommerciale	centrocommerciale_12_4	112.068349923	1981	0.109496810773	
centrocommerciale	centrocommerciale_13_0	96.863940397	2022	0.0779588944011	
centrocommerciale	centrocommerciale_13_1	106.261083466	1963	0.0804394046775	
centrocommerciale	centrocommerciale_13_2	153.343394567	2099	0.1201275691	
centrocommerciale	centrocommerciale_13_3	96.279618903	2007	0.0793763288448	
centrocommerciale	centrocommerciale_13_4	140.297788429	2026	0.122253720765	
centrocommerciale	centrocommerciale_14_0	111.868898297	2020	0.090715804394	
centrocommerciale	centrocommerciale_14_1	93.0948869311	1985	0.0800850460666	
centrocommerciale	centrocommerciale_14_2	108.086496451	1935	0.100283486889	
centrocommerciale	centrocommerciale_14_3	101.813504635	1944	0.0914245216159	
centrocommerciale	centrocommerciale_14_4	116.352122989	1961	0.0988660524451	
centrocommerciale	centrocommerciale_15_0	98.6012956388	1998	0.091070163005	
centrocommerciale	centrocommerciale_15_1	92.6330744211	1976	0.0804394046775	
centrocommerciale	centrocommerciale_15_2	110.780070917	1934	0.0963855421687	
centrocommerciale	centrocommerciale_15_3	126.941881344	1926	0.115520907158	
centrocommerciale	centrocommerciale_15_4	93.9738329483	2016	0.0882352941176	
centrocommerciale	centrocommerciale_16_0	218.155167391	1964	0.185683912119	
centrocommerciale	centrocommerciale_16_1	114.355491272	1933	0.099220411056	
centrocommerciale	centrocommerciale_16_2	112.463363654	1895	0.0946137491141	
centrocommerciale	centrocommerciale_16_3	110.673430575	1958	0.091070163005	
centrocommerciale	centrocommerciale_16_4	96.3263416082	1949	0.0804394046775	
centrocommerciale	centrocommerciale_17_0	127.528637967	2020	0.107016300496	
centrocommerciale	centrocommerciale_17_1	114.023589918	1971	0.109851169383	
centrocommerciale	centrocommerciale_17_2	98.6198556946	1962	0.0903614457831	
centrocommerciale	centrocommerciale_17_3	144.574594737	1976	0.130403968816	
centrocommerciale	centrocommerciale_17_4	111.585799958	1965	0.0864635010631	
centrocommerciale	centrocommerciale_18_0	83.2036814547	2003	0.0740609496811	
centrocommerciale	centrocommerciale_18_1	132.718869183	1952	0.103827072998	
centrocommerciale	centrocommerciale_18_2	141.612117196	1961	0.121545003544	
centrocommerciale	centrocommerciale_18_3	202.749934216	2008	0.172927002126	
centrocommerciale	centrocommerciale_18_4	108.316129827	1945	0.0889440113395	
centrocommerciale	centrocommerciale_19_0	164.841644839	2000	0.174698795181	
centrocommerciale	centrocommerciale_19_1	145.163029355	1961	0.146350106308	
centrocommerciale	centrocommerciale_19_2	120.131039836	1956	0.113749114103	
centrocommerciale	centrocommerciale_19_3	109.190778313	1945	0.0878809355067	
centrocommerciale	centrocommerciale_19_4	121.742578874	1936	0.100283486889	
centrocommerciale	centrocommerciale_20_0	123.908778737	1946	0.127214741318	
centrocommerciale	centrocommerciale_20_1	93.0614306712	1994	0.0956768249468	
centrocommerciale	centrocommerciale_20_2	217.020611367	2154	0.267186392629	
centrocommerciale	centrocommerciale_20_3	82.9585879163	1956	0.0822111977321	
centrocommerciale	centrocommerciale_20_4	89.361719008	1944	0.0836286321758	
centrocommerciale	centrocommerciale_21_0	140.422198487	1973	0.13571934798	
centrocommerciale	centrocommerciale_21_1	144.754691115	2169	0.166902905741	
centrocommerciale	centrocommerciale_21_2	115.680110154	1942	0.103118355776	
centrocommerciale	centrocommerciale_21_3	138.114593131	1939	0.124734231042	
centrocommerciale	centrocommerciale_21_4	139.158210144	1996	0.1396172927	
centrocommerciale	centrocommerciale_22_0	96.4824180902	1987	0.0963855421687	
centrocommerciale	centrocommerciale_22_1	116.555310568	1944	0.112686038271	
centrocommerciale	centrocommerciale_22_2	144.749148257	2000	0.118710134656	
centrocommerciale	centrocommerciale_22_3	102.754628614	1923	0.0981573352232	
centrocommerciale	centrocommerciale_22_4	141.105911563	1937	0.122253720765	
centrocommerciale	centrocommerciale_23_0	89.110514997	2232	0.0935506732814	
centrocommerciale	centrocommerciale_23_1	239.496324317	1923	0.21686746988	
centrocommerciale	centrocommerciale_23_2	81.4665100822	1988	0.078667611623	
centrocommerciale	centrocommerciale_23_3	158.381202239	1962	0.156626506024	
centrocommerciale	centrocommerciale_23_4	78.7589933542	2022	0.0637845499646	
centrocommerciale	centrocommerciale_24_0	116.247407868	1957	0.115166548547	
centrocommerciale	centrocommerciale_24_1	111.38621697	1946	0.11622962438	
centrocommerciale	centrocommerciale_24_2	167.562063534	2114	0.124379872431	
centrocommerciale	centrocommerciale_24_3	151.679709603	1975	0.157689581857	
centrocommerciale	centrocommerciale_24_4	138.408295883	1996	0.141743444366	
centrocommerciale	centrocommerciale_25_0	133.453775686	2020	0.136428065202	
centrocommerciale	centrocommerciale_25_1	180.467197283	1973	0.183203401843	
centrocommerciale	centrocommerciale_25_2	137.030248012	1924	0.123671155209	
centrocommerciale	centrocommerciale_25_3	125.825817447	1939	0.128986534373	
centrocommerciale	centrocommerciale_25_4	113.330941802	1956	0.132175761871	
centrocommerciale	centrocommerciale_26_0	118.161809917	1923	0.126151665485	
centrocommerciale	centrocommerciale_26_1	105.628382107	1947	0.1006378455	
centrocommerciale	centrocommerciale_26_2	119.294278746	1899	0.109142452162	
centrocommerciale	centrocommerciale_26_3	103.619572643	1964	0.0985116938342	
centrocommerciale	centrocommerciale_26_4	129.485466124	2091	0.113749114103	
centrocommerciale	centrocommerciale_27_0	121.627782015	1974	0.1396172927	
centrocommerciale	centrocommerciale_27_1	114.906595557	2005	0.0878809355067	
centrocommerciale	centrocommerciale_27_2	120.377028558	1980	0.1201275691	
centrocommerciale	centrocommerciale_27_3	125.438688475	1917	0.13182140326	
centrocommerciale	centrocommerciale_27_4	85.2913209	1953	0.0882352941176	
centrocommerciale	centrocommerciale_28_0	178.534755329	2084	0.168320340184	
centrocommerciale	centrocommerciale_28_1	103.619599983	1950	0.103472714387	
centrocommerciale	centrocommerciale_28_2	177.024705404	1942	0.158398299079	
centrocommerciale	centrocommerciale_28_3	114.760086951	1976	0.103472714387	
centrocommerciale	centrocommerciale_28_4	106.681105175	1933	0.115520907158	
centrocommerciale	centrocommerciale_29_0	145.449650017	1980	0.158398299079	
centrocommerciale	centrocommerciale_29_1	116.917318347	1973	0.117292700213	
centrocommerciale	centrocommerciale_29_2	98.7991571689	1887	0.0875265768958	
centrocommerciale	centrocommerciale_29_3	140.675925142	1955	0.126151665485	
centrocommerciale	centrocommerciale_29_4	161.7792043	2030	0.118001417434	
parco	parco_01_0	245.559951227	1588	0.225017717931	
parco	parco_01_1	102.137001481	2603	0.149539333806	
parco	parco_01_2	153.439928873	2583	0.167611622962	
parco	parco_01_3	46.6727053836	2539	0.0690999291283	
parco	parco_01_4	295.764762423	2732	0.121899362155	
parco	parco_02_0	22.3891235675	1525	0.138554216867	
parco	parco_02_1	157.091963916	2687	0.163359319631	
parco	parco_02_2	208.072725754	2569	0.219702338767	
parco	parco_02_3	245.776906993	2561	0.173990077959	
parco	parco_02_4	100.484269435	2675	0.141743444366	
parco	parco_03_0	21.0045147774	1532	0.148121899362	
parco	parco_03_1	44.1968071975	2810	0.0368532955351	
parco	parco_03_2	51.8500244342	2664	0.0850460666194	
parco	parco_03_3	138.335798901	2727	0.118710134656	
parco	parco_03_4	57.0631455826	2608	0.120481927711	
parco	parco_04_0	240.225292462	2564	0.251240255138	
parco	parco_04_1	167.528655334	2605	0.15131112686	
parco	parco_04_2	242.527944854	2606	0.281360737066	
parco	parco_04_3	347.656623144	2397	0.338058114812	
parco	parco_04_4	288.465058917	2522	0.279943302622	
parco	parco_05_0	18.3560159548	1632	0.134301913536	
parco	parco_05_1	173.928525401	2658	0.183203401843	
parco	parco_05_2	93.040000214	2487	0.145995747697	
parco	parco_05_3	164.649897235	2758	0.186392629341	
parco	parco_05_4	67.9081284302	2559	0.122253720765	
parco	parco_06_0	12.3459818318	1498	0.114457831325	
parco	parco_06_1	363.51987442	2595	0.218639262934	
parco	parco_06_2	117.462082323	2674	0.162296243799	
parco	parco_06_3	559.065068761	2627	0.272147413182	
parco	parco_06_4	341.438449341	2474	0.280652019844	
parco	parco_07_0	17.1899197387	1593	0.138554216867	
parco	parco_07_1	336.154818123	2644	0.189227498228	
parco	parco_07_2	101.801850849	2706	0.148476257973	
parco	parco_07_3	103.714475059	2718	0.108079376329	
parco	parco_07_4	148.194125707	2652	0.156626506024	
parco	parco_08_0	30.9171757844	1571	0.15485471297	
parco	parco_08_1	50.3483541201	2790	0.0559886605245	
parco	parco_08_2	152.287397633	2488	0.173990077959	
parco	parco_08_3	200.672265607	2541	0.163004961021	
parco	parco_08_4	156.5604008	2560	0.18993621545	
parco	parco_09_0	336.225107692	2486	0.266832034018	
parco	parco_09_1	98.2109293551	2706	0.13182140326	
parco	parco_09_2	391.44566908	2459	0.326718639263	
parco	parco_09_3	104.970086377	2743	0.130758327427	
parco	parco_09_4	32.7172726874	2816	0.0389794472006	
parco	parco_10_0	18.3392574007	1609	0.145995747697	
parco	parco_10_1	121.795400492	2712	0.153437278526	
parco	parco_10_2	44.7308091484	2813	0.0382707299787	
parco	parco_10_3	59.3785270182	2800	0.0864635010631	
parco	parco_10_4	121.505745597	2643	0.160878809355	
parco	parco_11_0	256.444057172	2390	0.130758327427	
parco	parco_11_1	169.570341606	2555	0.198086463501	
parco	parco_11_2	126.280552929	2582	0.187101346563	
parco	parco_11_3	365.694498806	2473	0.233522324592	
parco	parco_11_4	155.331875604	2483	0.194188518781	
parco	parco_12_0	358.961470482	2559	0.122962437987	
parco	parco_12_1	299.348805479	2174	0.242381289865	
parco	parco_12_2	201.218550394	2418	0.2207654146	
parco	parco_12_3	250.731365607	2444	0.220411055989	
parco	parco_12_4	202.484502413	2537	0.194188518781	
parco	parco_13_0	273.983871963	2503	0.122962437987	
parco	parco_13_1	210.194379602	2443	0.215095676825	
parco	parco_13_2	148.129978602	2559	0.20163004961	
parco	parco_13_3	98.9585592493	2655	0.136073706591	
parco	parco_13_4	209.890381907	2515	0.222537207654	
parco	parco_14_0	269.240136797	2463	0.109496810773	
parco	parco_14_1	121.384982053	2457	0.182494684621	
parco	parco_14_2	162.583548878	2491	0.160170092133	
parco	parco_14_3	290.102507384	2500	0.208362863218	
parco	parco_14_4	130.597717473	2563	0.203401842665	
parco	parco_15_0	258.423006796	2399	0.0900070871722	
parco	parco_15_1	139.748966307	2625	0.184975194897	
parco	parco_15_2	264.231098822	2412	0.25194897236	
parco	parco_15_3	154.671394162	2642	0.159461374911	
parco	parco_15_4	103.647816499	2660	0.149539333806	
parco	parco_16_0	268.588076979	2461	0.118710134656	
parco	parco_16_1	204.638831732	2481	0.218284904323	
parco	parco_16_2	185.488300611	2568	0.201275690999	
parco	parco_16_3	417.046329603	2410	0.317505315379	
parco	parco_16_4	174.941430168	2604	0.133947554926	
parco	parco_17_0	279.096954076	2532	0.0953224663359	
parco	parco_17_1	402.20182821	2725	0.202338766832	
parco	parco_17_2	209.116797854	2423	0.20942593905	
parco	parco_17_3	266.920298503	2254	0.239192062367	
parco	parco_17_4	197.835363157	2534	0.195605953225	
parco	parco_18_0	182.146602347	2358	0.185683912119	
parco	parco_18_1	223.372947764	2506	0.239546420978	
parco	parco_18_2	209.27444977	2561	0.20552799433	
parco	parco_18_3	313.770004715	2206	0.266123316797	
parco	parco_18_4	206.079293017	2532	0.227498228207	
parco	parco_19_0	280.387179833	2507	0.161941885188	
parco	parco_19_1	174.658152095	2458	0.176116229624	
parco	parco_19_2	124.380815784	2671	0.154500354359	
parco	parco_19_3	156.115703572	2607	0.181785967399	
parco	parco_19_4	206.100106419	2522	0.214741318214	
parco	parco_20_0	75.3799876181	2033	0.138199858257	
parco	parco_20_1	219.269232307	2466	0.202338766832	
parco	parco_20_2	306.133708213	2562	0.231750531538	
parco	parco_20_3	257.602688135	2432	0.214032600992	
parco	parco_20_4	272.752235797	2050	0.191708008505	
parco	parco_21_0	302.383737027	2774	0.180368532955	
parco	parco_21_1	249.277395915	2391	0.228915662651	
parco	parco_21_2	226.248356493	2470	0.231750531538	
parco	parco_21_3	100.478741999	2679	0.13571934798	
parco	parco_21_4	91.2950087446	2666	0.132530120482	
parco	parco_22_0	10.9535972558	1820	0.020552799433	
parco	parco_22_1	23.9701120903	2822	0.0127569099929	
parco	parco_22_2	14.1304779862	2822	0.00212615166549	
parco	parco_22_3	15.2272074094	2822	0.00141743444366	
parco	parco_22_4	47.6131555323	2806	0.0552799433026	
parco	parco_23_0	12.1193809317	1656	0.06591070163	
parco	parco_23_1	18.3712670686	2822	0.0127569099929	
parco	parco_23_2	32.6644248342	2818	0.0283486888731	
parco	parco_23_3	40.2358132018	2788	0.0347271438696	
parco	parco_23_4	49.9905493291	2783	0.0630758327427	
parco	parco_24_0	278.731400472	2544	0.0861091424522	
parco	parco_24_1	256.944398428	2598	0.195960311836	
parco	parco_24_2	45.7960485915	2756	0.0807937632884	
parco	parco_24_3	17.0574828369	2822	0.0099220411056	
parco	parco_24_4	12.706321239	2822	0.00212615166549	
parco	parco_25_0	19.5486321282	1856	0.0846917080085	
parco	parco_25_1	163.511021562	2621	0.176470588235	
parco	parco_25_2	194.002188992	2548	0.201984408221	
parco	parco_25_3	164.852287342	2590	0.239546420978	
parco	parco_25_4	195.987023054	2427	0.207299787385	
parco	parco_26_0	274.720507348	2480	0.164068036853	
parco	parco_26_1	201.773237083	2675	0.189227498228	
